Journal,URL,journal_abbr,search_abbr
Conflict Management and Peace Science,https://ideas.repec.org/s/sae/compsc.html,compsc,
Conjunctura economiei mondiale World Economic Studies,https://ideas.repec.org/s/iem/conjun.html,conjun,
Constanta Maritime University Annals,https://ideas.repec.org/s/cmc/annals.html,annals,
Constitutional Political Economy,https://ideas.repec.org/s/kap/copoec.html,copoec,
Construction Management and Economics,https://ideas.repec.org/s/taf/conmgt.html,conmgt,
Consumer Finance Institute conference summaries,https://ideas.repec.org/s/fip/fedpcs.html,fedpcs,
CONTABILIT? E CULTURA AZIENDALE,https://ideas.repec.org/s/fan/ccadaa.html,ccadaa,
Contaduría y Administración,https://ideas.repec.org/s/nax/conyad.html,conyad,
Contemporary Accounting Research,https://ideas.repec.org/s/wly/coacre.html,coacre,
Contemporary Economic Policy,https://ideas.repec.org/s/bla/coecpo.html,coecpo,
Contemporary Economics,https://ideas.repec.org/s/wyz/journl.html,journl,
Contemporary Economy Journal,https://ideas.repec.org/s/brc/brccej.html,brccej,
Contemporary Issues in Artificial Intelligence,https://ideas.repec.org/s/cvj/ciai01.html,ciai01,
Contemporary Japan,https://ideas.repec.org/s/bpj/conjap.html,conjap,
Contemporary Japan,https://ideas.repec.org/s/taf/rcojxx.html,rcojxx,
Contemporary Legal Institutions,https://ideas.repec.org/s/rau/clieui.html,clieui,
Contemporary Review of the Middle East,https://ideas.repec.org/s/sae/crmide.html,crmide,
Contemporary Social Science,https://ideas.repec.org/s/taf/rsocxx.html,rsocxx,
Contexto Artículos Sobre Economía),https://ideas.repec.org/s/col/000352.html,000352,
Contribuciones a la Economía,https://ideas.repec.org/s/erv/contri.html,contri,
Contribuciones a las Ciencias Sociales,https://ideas.repec.org/s/erv/coccss.html,coccss,
Contributions to Political Economy,https://ideas.repec.org/s/oup/copoec.html,copoec,
Copernican Journal of Finance & Accounting,https://ideas.repec.org/s/cpn/umkcjf.html,umkcjf,
Corporate Governance: An International Review,https://ideas.repec.org/s/bla/corgov.html,corgov,
Corporate Real Estate Journal,https://ideas.repec.org/s/aza/crej00.html,crej00,
Corporate Reputation Review,https://ideas.repec.org/s/pal/crepre.html,crepre,
Corporate Social Responsibility and Environmental Management,https://ideas.repec.org/s/wly/corsem.html,corsem,
COSBAE Brochures,https://ideas.repec.org/s/ags/aecbae.html,aecbae,
COSBAE Newsletter,https://ideas.repec.org/s/ags/aecban.html,aecban,
Coyuntura Económica,https://ideas.repec.org/s/col/000438.html,000438,
Creative and Knowledge Society,https://ideas.repec.org/s/vrs/crknos.html,crknos,
Creative Economy Креативная экономика,https://ideas.repec.org/s/scn/016458.html,016458,
Credit and Capital Markets – Kredit und Kapital,https://ideas.repec.org/s/dah/aeqccm.html,aeqccm,
CRIS - Bulletin of the Centre for Research and Interdisciplinary Study,https://ideas.repec.org/s/vrs/bucris.html,bucris,
Critical Finance Review,https://ideas.repec.org/s/now/jnlcfr.html,jnlcfr,
CRITICAL PERSPECTIVES ON ACCOUNTING,https://ideas.repec.org/s/eee/crpeac.html,crpeac,
Croatian Economic Survey,https://ideas.repec.org/s/iez/survey.html,survey,
Croatian International Relations Review,https://ideas.repec.org/s/vrs/cinrer.html,cinrer,
"Croatian Review of Economic, Business and Social Statistics",https://ideas.repec.org/s/cro/crebss.html,crebss,
"Croatian Review of Economic, Business and Social Statistics",https://ideas.repec.org/s/vrs/crebss.html,crebss,
Crónica Tributaria,https://ideas.repec.org/s/hpe/crotri.html,crotri,
Cross Sections,https://ideas.repec.org/s/fip/fedrcs.html,fedrcs,
CrossCultural Management Journal,https://ideas.repec.org/s/cmj/journl.html,journl,
Crossroads,https://ideas.repec.org/s/fip/feddcr.html,feddcr,
CSIE Working Papers,https://ideas.repec.org/s/aem/wpaper.html,wpaper,
CSIL articles,https://ideas.repec.org/s/mst/csilar.html,csilar,
CSOLUB Conference - LEADERSHIP AND ORGANISATIONAL STRATEGIES,https://ideas.repec.org/s/but/csolub.html,csolub,
Cuadernos de Desarrollo Rural,https://ideas.repec.org/s/col/000473.html,000473,
Cuadernos de Economía - Spanish Journal of Economics and Finance,https://ideas.repec.org/s/cud/journl.html,journl,
Cuadernos de Educación y Desarrollo,https://ideas.repec.org/s/erv/cedced.html,cedced,
Cuadernos de Historia Económica,https://ideas.repec.org/s/col/000101.html,000101,
Cuadernos de Investigación Económica Boliviana,https://ideas.repec.org/s/efp/journl.html,journl,
Culture. Society. Economy. Politics,https://ideas.repec.org/s/vrs/cusecp.html,cusecp,
Current Issues in Economics and Finance,https://ideas.repec.org/s/fip/fednci.html,fednci,
Current Research in Agricultural Sciences,https://ideas.repec.org/s/pkp/criasc.html,criasc,
Current Research in Law & Practice,https://ideas.repec.org/s/ctz/curilp.html,curilp,
Current Research in Medical Sciences,https://ideas.repec.org/s/cvg/curmsc.html,curmsc,
Current Research in Psychological Science,https://ideas.repec.org/s/ctz/curips.html,curips,
Current Trends On Biostatistics & Biometrics,https://ideas.repec.org/s/abr/oactbb.html,oactbb,
Customer Needs and Solutions,https://ideas.repec.org/s/spr/custns.html,custns,
CWAE Newsletter,https://ideas.repec.org/s/ags/aecwae.html,aecwae,
Cyprus Economic Policy Review,https://ideas.repec.org/s/erc/cypepr.html,cypepr,
Czech Economic Review,https://ideas.repec.org/s/fau/aucocz.html,aucocz,
Czech Journal of Economics and Finance Finance a uver),https://ideas.repec.org/s/fau/fauart.html,fauart,
Czech Journal of Tourism,https://ideas.repec.org/s/vrs/cjotou.html,cjotou,
DANUBE: Law and Economics Review,https://ideas.repec.org/s/cmn/journl.html,journl,
Data and Metadata,https://ideas.repec.org/s/dbk/datame.html,datame,
Data Envelopment Analysis Journal,https://ideas.repec.org/s/now/jnldea.html,jnldea,
Data,https://ideas.repec.org/s/gam/jdataj.html,jdataj,
Database Systems Journal,https://ideas.repec.org/s/aes/dbjour.html,dbjour,
De Computis Revista Española de Historia de la Contabilidad . De Computis Spanish Journal of Accounting History .,https://ideas.repec.org/s/dec/articl.html,articl,
De Economist,https://ideas.repec.org/s/kap/decono.html,decono,
Débats Economiques et financiers,https://ideas.repec.org/s/bfr/decfin.html,decfin,
Decision Analysis,https://ideas.repec.org/s/inm/ordeca.html,ordeca,
DECISION: Official Journal of the Indian Institute of Management Calcutta,https://ideas.repec.org/s/spr/decisn.html,decisn,
Decisions in Economics and Finance,https://ideas.repec.org/s/spr/decfin.html,decfin,
Defence and Peace Economics,https://ideas.repec.org/s/taf/defpea.html,defpea,
Demográfia,https://ideas.repec.org/s/nki/journl.html,journl,
Demographic Research Special Collections,https://ideas.repec.org/s/dem/drspec.html,drspec,
Demographic Research,https://ideas.repec.org/s/dem/demres.html,demres,
Demographics of Wealth,https://ideas.repec.org/s/fip/fedldw.html,fedldw,
Demography,https://ideas.repec.org/s/spr/demogr.html,demogr,
Dependence Modeling,https://ideas.repec.org/s/vrs/demode.html,demode,
Der Betriebswirt,https://ideas.repec.org/s/dah/aeqdbw.html,aeqdbw,
Desarrollo local sostenible,https://ideas.repec.org/s/erv/deloso.html,deloso,
Development and Change,https://ideas.repec.org/s/bla/devchg.html,devchg,
Development Finance Agenda,https://ideas.repec.org/s/afj/journ4.html,journ4,
Development in Practice,https://ideas.repec.org/s/taf/cdipxx.html,cdipxx,
Development Policy Review,https://ideas.repec.org/s/bla/devpol.html,devpol,
Development Southern Africa,https://ideas.repec.org/s/taf/deveza.html,deveza,
Development,https://ideas.repec.org/s/pal/develp.html,develp,
Diagnóstico y propuesta,https://ideas.repec.org/s/bbj/dxpcie.html,dxpcie,
Die Unternehmung - Swiss Journal of Business Research and Practice,https://ideas.repec.org/s/nms/untern.html,untern,
Diginomics,https://ideas.repec.org/s/dbk/digino.html,digino,
Digital Finance,https://ideas.repec.org/s/spr/digfin.html,digfin,
Digital monitoring (In Russian),https://ideas.repec.org/s/gai/rudigm.html,rudigm,
Digital monitoring,https://ideas.repec.org/s/gai/endigm.html,endigm,
Dimensión Empresarial,https://ideas.repec.org/s/col/000461.html,000461,
Diponegoro Journal of Economics (DJOE),https://ideas.repec.org/s/ris/dipjoe.html,dipjoe,
Discrete Dynamics in Nature and Society,https://ideas.repec.org/s/wly/jnddns.html,jnddns,
Divergencia Artículos Sobre Economía),https://ideas.repec.org/s/col/000367.html,000367,
Division of Labor & Transaction Costs DLTC),https://ideas.repec.org/s/wsi/dltcxx.html,dltcxx,
DIW Economic Bulletin,https://ideas.repec.org/s/diw/diwdeb.html,diwdeb,
DIW Weekly Report,https://ideas.repec.org/s/diw/diwdwr.html,diwdwr,
DIW Wochenbericht,https://ideas.repec.org/s/diw/diwwob.html,diwwob,
Documentos de política Elecciones Perú,https://ideas.repec.org/s/bbj/polcie.html,polcie,
Drug Safety,https://ideas.repec.org/s/spr/drugsa.html,drugsa,
DSI Essays Series,https://ideas.repec.org/s/tov/dsiess.html,dsiess,
Dynamic Econometric Models,https://ideas.repec.org/s/cpn/umkdem.html,umkdem,
Dynamic Games and Applications,https://ideas.repec.org/s/spr/dyngam.html,dyngam,
e-Finanse,https://ideas.repec.org/s/rze/efinan.html,efinan,
E-Forum Working Papers,https://ideas.repec.org/s/cuc/eforum.html,eforum,
E-LOGOS,https://ideas.repec.org/s/prg/jnlelg.html,jnlelg,
e-Perspectives,https://ideas.repec.org/s/fip/feddep.html,feddep,
E&M Economics and Management,https://ideas.repec.org/s/bbl/journl.html,journl,
E3 Journal of Business Management and Economics.,https://ideas.repec.org/s/etr/series.html,series,
EAS Strategic Options,https://ideas.repec.org/s/epf/easopt.html,easopt,
East African Finance Journal,https://ideas.repec.org/s/cwk/eafjke.html,eafjke,
East Asian Economic Review,https://ideas.repec.org/s/ris/eaerev.html,eaerev,
East Asian Educational Studies,https://ideas.repec.org/s/ctz/eaedus.html,eaedus,
East Asian Management Forum,https://ideas.repec.org/s/ctz/eamafo.html,eamafo,
East Asian Policy EAP),https://ideas.repec.org/s/wsi/eapxxx.html,eapxxx,
East Asian Social Development Studies,https://ideas.repec.org/s/ctz/easods.html,easods,
Eastern Economic Journal,https://ideas.repec.org/s/eej/eeconj.html,eeconj,
Eastern Economic Journal,https://ideas.repec.org/s/pal/easeco.html,easeco,
Eastern European Business and Economics Journal,https://ideas.repec.org/s/eeb/articl.html,articl,
Eastern European Countryside,https://ideas.repec.org/s/vrs/eaeuco.html,eaeuco,
Eastern European Economics,https://ideas.repec.org/s/mes/eaeuec.html,eaeuec,
Eastern European Journal for Regional Studies EEJRS),https://ideas.repec.org/s/aem/journl.html,journl,
Eastern Journal of Economics and Finance,https://ideas.repec.org/s/onl/ejoeaf.html,ejoeaf,
Eastern Journal of European Studies,https://ideas.repec.org/s/jes/journl.html,journl,
Eastern-European Journal of Enterprise Technologies,https://ideas.repec.org/s/baq/jetart.html,jetart,
Eco-Economics Review,https://ideas.repec.org/s/eub/ecoecr.html,ecoecr,
EcoForum,https://ideas.repec.org/s/scm/ecofrm.html,ecofrm,
Ecological Economics,https://ideas.repec.org/s/eee/ecolec.html,ecolec,
Ecological Modelling,https://ideas.repec.org/s/eee/ecomod.html,ecomod,
"Ecology, Economy and Society - the INSEE Journal",https://ideas.repec.org/s/ags/inseej.html,inseej,
Econ Focus,https://ideas.repec.org/s/fip/fedrrf.html,fedrrf,
Econometric Research in Finance,https://ideas.repec.org/s/sgh/erfinj.html,erfinj,
Econometric Reviews,https://ideas.repec.org/s/taf/emetrv.html,emetrv,er
Econometric Theory,https://ideas.repec.org/s/cup/etheor.html,etheor,ecot
Econometrica,https://ideas.repec.org/s/ecm/emetrp.html,emetrp,ecta
Econometrica,https://ideas.repec.org/s/wly/emetrp.html,emetrp,ecta
Econometrics and Statistics,https://ideas.repec.org/s/eee/ecosta.html,ecosta,
Econometrics Journal,https://ideas.repec.org/s/ect/emjrnl.html,emjrnl,
Econometrics Journal,https://ideas.repec.org/s/wly/emjrnl.html,emjrnl,
Econometrics Letters,https://ideas.repec.org/s/bmo/bmoart.html,bmoart,
Econometrics. Advances in Applied Data Analysis,https://ideas.repec.org/s/vrs/eaiada.html,eaiada,
Econometrics,https://ideas.repec.org/s/gam/jecnmx.html,jecnmx,
Economia & lavoro,https://ideas.repec.org/s/caq/j950ix.html,j950ix,
Economi­a Agraria Revista Economia Agraria),https://ideas.repec.org/s/ags/eaaeac.html,eaaeac,
Economia Agraria y Recursos Naturales,https://ideas.repec.org/s/ags/earnsa.html,earnsa,
Economia agro-alimentare Food Economy,https://ideas.repec.org/s/ags/sieaea.html,sieaea,
Economia agro-alimentare,https://ideas.repec.org/s/fan/ecaqec.html,ecaqec,
Economía Autónoma,https://ideas.repec.org/s/erv/eaeaea.html,eaeaea,
Economia dei Servizi,https://ideas.repec.org/s/mul/j1t56u.html,j1t56u,
Economia della Cultura,https://ideas.repec.org/s/mul/jkrece.html,jkrece,
Economia e Ambiente,https://ideas.repec.org/s/aiq/jrnlea.html,jrnlea,
ECONOMIA E DIRITTO DEL TERZIARIO,https://ideas.repec.org/s/fan/ededed.html,ededed,
Economia e Politica Industriale: Journal of Industrial and Business Economics,https://ideas.repec.org/s/spr/epolin.html,epolin,
ECONOMIA E POLITICA INDUSTRIALE,https://ideas.repec.org/s/fan/polipo.html,polipo,
ECONOMIA E SOCIET? REGIONALE,https://ideas.repec.org/s/fan/eseses.html,eseses,
Economia Internazionale International Economics,https://ideas.repec.org/s/ris/ecoint.html,ecoint,
Economía Journal,https://ideas.repec.org/s/col/000425.html,000425,
Economia Marche Journal of Applied Economics,https://ideas.repec.org/s/mer/review.html,review,
Economía Mexicana NUEVA ÉPOCA,https://ideas.repec.org/s/emc/ecomex.html,ecomex,
Economia Politica: Journal of Analytical and Institutional Economics,https://ideas.repec.org/s/spr/epolit.html,epolit,
Economia politica,https://ideas.repec.org/s/mul/jb33yl.html,jb33yl,
ECONOMIA PUBBLICA,https://ideas.repec.org/s/fan/epepep.html,epepep,
Economia y Sociedad.,https://ideas.repec.org/s/qui/ecosoc.html,ecosoc,
"Economía, Gestión y Desarrollo",https://ideas.repec.org/s/col/000097.html,000097,
"Economia, Societa , e Istituzioni",https://ideas.repec.org/s/lui/rivesi.html,rivesi,
Economía: teoría y práctica,https://ideas.repec.org/s/ety/journl.html,journl,
Economia. Seria Management,https://ideas.repec.org/s/rom/econmn.html,econmn,
Economia,https://ideas.repec.org/s/anp/econom.html,econom,
EconomiA,https://ideas.repec.org/s/eme/econpp.html,econpp,
Economía,https://ideas.repec.org/s/ula/econom.html,econom,
Economic & Labour Market Review,https://ideas.repec.org/s/pal/ecolmr.html,ecolmr,
Economic Affairs,https://ideas.repec.org/s/bla/ecaffa.html,ecaffa,
Economic Alternatives,https://ideas.repec.org/s/nwe/eajour.html,eajour,
Economic Analysis and Policy,https://ideas.repec.org/s/eee/ecanpo.html,ecanpo,
Economic Analysis Letters,https://ideas.repec.org/s/bba/j00004.html,j00004,
Economic Analysis Quarterly),https://ideas.repec.org/s/bok/journl.html,journl,
Economic Analysis Working Papers 2002-2010). Atlantic Review of Economics 2011-2016),https://ideas.repec.org/s/eac/articl.html,articl,
Economic Analysis,https://ideas.repec.org/s/esj/esriea.html,esriea,
Economic Analysis,https://ideas.repec.org/s/ibg/eajour.html,eajour,
Economic and Financial Policy Review,https://ideas.repec.org/s/fip/fedder.html,fedder,
Economic and Financial Review,https://ideas.repec.org/s/ava/cbnefr.html,cbnefr,
Economic and Industrial Democracy,https://ideas.repec.org/s/sae/ecoind.html,ecoind,
Economic and Political Studies,https://ideas.repec.org/s/taf/repsxx.html,repsxx,
Economic and Regional Studies Studia Ekonomiczne i Regionalne),https://ideas.repec.org/s/ags/plecrs.html,plecrs,
Economic and Regional Studies Studia Ekonomiczne i Regionalne,https://ideas.repec.org/s/vrs/ecoreg.html,ecoreg,
"Economic and Social Changes: Facts, Trends, Forecast Экономические и социальные перемены: факты, тенденции, прогноз",https://ideas.repec.org/s/scn/025661.html,025661,
Economic and Social Journal Economisch en Sociaal Tijdschrift),https://ideas.repec.org/s/ant/ecsots.html,ecsots,
Economic Annals,https://ideas.repec.org/s/beo/journl.html,journl,
Economic Anthropology,https://ideas.repec.org/s/bla/ecanth.html,ecanth,
Economic Archive,https://ideas.repec.org/s/dat/earchi.html,earchi,
Economic Bulletin and Financial Stability Report Articles and Banco de Portugal Economic Studies,https://ideas.repec.org/s/ptu/bdpart.html,bdpart,
Economic Bulletin Articles,https://ideas.repec.org/s/ecb/ecbart.html,ecbart,
Economic Bulletin Boxes,https://ideas.repec.org/s/ecb/ecbbox.html,ecbbox,
Economic Bulletin,https://ideas.repec.org/s/bde/journl.html,journl,
Economic Bulletin,https://ideas.repec.org/s/bog/econbl.html,econbl,
Economic Bulletin,https://ideas.repec.org/s/fip/fedkeb.html,fedkeb,
Economic Change and Restructuring,https://ideas.repec.org/s/kap/ecopln.html,ecopln,
Economic Commentary,https://ideas.repec.org/s/fip/fedcec.html,fedcec,
ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,https://ideas.repec.org/s/cys/ecocyb.html,ecocyb,
Economic Consultant,https://ideas.repec.org/s/ris/statec.html,statec,
Economic Development and Cultural Change,https://ideas.repec.org/s/ucp/ecdecc.html,ecdecc,edcc
Economic Development Quarterly,https://ideas.repec.org/s/sae/ecdequ.html,ecdequ,
Economic Diplomacy,https://ideas.repec.org/s/vrs/ecdipl.html,ecdipl,
Economic environment,https://ideas.repec.org/s/rnp/ecoenv.html,ecoenv,
Economic Geography,https://ideas.repec.org/s/bla/ecgeog.html,ecgeog,
Economic Geography,https://ideas.repec.org/s/taf/recgxx.html,recgxx,
Economic History of Developing Regions,https://ideas.repec.org/s/taf/rehdxx.html,rehdxx,
Economic History Review,https://ideas.repec.org/s/bla/ehsrev.html,ehsrev,
Economic Inquiry,https://ideas.repec.org/s/bla/ecinqu.html,ecinqu,ei
Economic Inquiry,https://ideas.repec.org/s/oup/ecinqu.html,ecinqu,ei
Economic Insights,https://ideas.repec.org/s/fip/feddei.html,feddei,
Economic Insights,https://ideas.repec.org/s/fip/fedpei.html,fedpei,
Economic Issues Journal Articles,https://ideas.repec.org/s/eis/articl.html,articl,
Economic Journal of Emerging Markets,https://ideas.repec.org/s/uii/journl.html,journl,
Economic Journal,https://ideas.repec.org/s/ecj/econjl.html,econjl,ej
Economic Journal,https://ideas.repec.org/s/wly/econjl.html,econjl,ej
Economic Letter,https://ideas.repec.org/s/fip/feddel.html,feddel,
Economic Letters,https://ideas.repec.org/s/cbi/ecolet.html,ecolet,
Economic Modelling,https://ideas.repec.org/s/eee/ecmode.html,ecmode,
Economic Notes,https://ideas.repec.org/s/bla/ecnote.html,ecnote,
Economic Papers,https://ideas.repec.org/s/bla/econpa.html,econpa,
Economic Perspectives,https://ideas.repec.org/s/fip/fedhep.html,fedhep,
Economic Policy Review,https://ideas.repec.org/s/fip/fednep.html,fednep,
Economic policy Экономическая политика,https://ideas.repec.org/s/scn/026845.html,026845,
Economic Policy,https://ideas.repec.org/s/oup/ecpoli.html,ecpoli,
Economic Quarterly,https://ideas.repec.org/s/fip/fedreq.html,fedreq,
Economic Research Guardian,https://ideas.repec.org/s/wei/journl.html,journl,
Economic Research-Ekonomska Istraživanja,https://ideas.repec.org/s/taf/reroxx.html,reroxx,
Economic Review National Bank of Kazakhstan),https://ideas.repec.org/s/aob/journl.html,journl,
Economic Review: Journal of Economics and Business,https://ideas.repec.org/s/tuz/journl.html,journl,
Economic Review,https://ideas.repec.org/s/fip/fedaer.html,fedaer,
Economic Review,https://ideas.repec.org/s/fip/fedcer.html,fedcer,
Economic Review,https://ideas.repec.org/s/fip/fedfer.html,fedfer,
Economic Review,https://ideas.repec.org/s/fip/fedker.html,fedker,
Economic Review,https://ideas.repec.org/s/fip/fedrer.html,fedrer,
Economic Review,https://ideas.repec.org/s/hit/ecorev.html,ecorev,
Economic Review,https://ideas.repec.org/s/nbb/ecrart.html,ecrart,
Economic Roundup,https://ideas.repec.org/s/tsy/journl.html,journl,
"Economic Science, education and the real economy: Development and interactions in the digital age",https://ideas.repec.org/s/vrn/cfdide.html,cfdide,
economic sociology. perspectives and conversations,https://ideas.repec.org/s/zbw/econso.html,econso,
Economic Studies journal,https://ideas.repec.org/s/bas/econst.html,econst,
Economic Synergy,https://ideas.repec.org/s/bja/isteus.html,isteus,
Economic Synopses,https://ideas.repec.org/s/fip/fedles.html,fedles,
Economic Systems Research,https://ideas.repec.org/s/taf/ecsysr.html,ecsysr,
Economic Systems,https://ideas.repec.org/s/eee/ecosys.html,ecosys,
Economic Themes,https://ideas.repec.org/s/vrs/ecothe.html,ecothe,
Economic Theory Bulletin,https://ideas.repec.org/s/spr/etbull.html,etbull,
Economic Theory,https://ideas.repec.org/s/spr/joecth.html,joecth,
Economic Thought and Practice,https://ideas.repec.org/s/avo/emipdu.html,emipdu,
Economic Thought journal,https://ideas.repec.org/s/bas/econth.html,econth,
Economic Thought,https://ideas.repec.org/s/wea/econth.html,econth,
Economic World Library,https://ideas.repec.org/s/dat/biblss.html,biblss,
Económica,https://ideas.repec.org/s/akh/journl.html,journl,
Economica,https://ideas.repec.org/s/bla/econom.html,econom,ecoa
Económica,https://ideas.repec.org/s/lap/journl.html,journl,
EconomicDynamics Newsletter,https://ideas.repec.org/s/red/ecodyn.html,ecodyn,
"Economics - The Open-Access, Open-Assessment E-Journal 2007-2020)",https://ideas.repec.org/s/zbw/ifweej.html,ifweej,
"Economics - The Open-Access, Open-Assessment Journal",https://ideas.repec.org/s/bpj/econoa.html,econoa,
Economics & Human Biology,https://ideas.repec.org/s/eee/ehbiol.html,ehbiol,
Economics & Law,https://ideas.repec.org/s/neo/ecolaw.html,ecolaw,
Economics 21,https://ideas.repec.org/s/dat/econ21.html,econ21,
Economics and Applied Informatics,https://ideas.repec.org/s/ddj/fseeai.html,fseeai,
Economics and Business Letters,https://ideas.repec.org/s/ove/journl.html,journl,
Economics and Business Review,https://ideas.repec.org/s/vrs/ecobur.html,ecobur,
Economics and Business,https://ideas.repec.org/s/vrs/ecobus.html,ecobus,
Economics and computer science,https://ideas.repec.org/s/kab/journl.html,journl,
Economics and Culture,https://ideas.repec.org/s/vrs/ecocul.html,ecocul,
Economics and Finance in Indonesia,https://ideas.repec.org/s/lpe/efijnl.html,efijnl,
Economics and Management Innovation,https://ideas.repec.org/s/dbb/emiaaa.html,emiaaa,
Economics and Management Research Projects: An International Journal,https://ideas.repec.org/s/por/emrpij.html,emrpij,
Economics and Management,https://ideas.repec.org/s/neo/journl.html,journl,
Economics and Philosophy,https://ideas.repec.org/s/cup/ecnphi.html,ecnphi,
ECONOMICS AND POLICY OF ENERGY AND THE ENVIRONMENT,https://ideas.repec.org/s/fan/efeefe.html,efeefe,
Economics and Politics,https://ideas.repec.org/s/bla/ecopol.html,ecopol,
Economics Bulletin,https://ideas.repec.org/s/ebl/ecbull.html,ecbull,
Economics Letters,https://ideas.repec.org/s/eee/ecolet.html,ecolet,
Economics Literature,https://ideas.repec.org/s/ana/elitjr.html,elitjr,
Economics of Agriculture,https://ideas.repec.org/s/ags/iepeoa.html,iepeoa,
Economics of Contemporary Russia,https://ideas.repec.org/s/ack/journl.html,journl,
Economics of Development,https://ideas.repec.org/s/nos/zodgwl.html,zodgwl,
Economics of Disasters and Climate Change,https://ideas.repec.org/s/spr/ediscc.html,ediscc,
Economics of Education Review,https://ideas.repec.org/s/eee/ecoedu.html,ecoedu,eedur
Economics of Energy & Environmental Policy,https://ideas.repec.org/s/aen/eeepjl.html,eeepjl,
Economics of Governance,https://ideas.repec.org/s/spr/ecogov.html,ecogov,
Economics of Innovation and New Technology,https://ideas.repec.org/s/taf/ecinnt.html,ecinnt,
Economics of Nature and the Environment,https://ideas.repec.org/s/ene/journl.html,journl,
Economics of Peace and Security Journal,https://ideas.repec.org/s/epc/journl.html,journl,
Economics of Science,https://ideas.repec.org/s/abz/journl.html,journl,
Economics of Transition and Institutional Change,https://ideas.repec.org/s/wly/ectrin.html,ectrin,
Economics of Transportation,https://ideas.repec.org/s/eee/ecotra.html,ecotra,
Economics Update,https://ideas.repec.org/s/fip/fedaeu.html,fedaeu,
Economics Экономикс,https://ideas.repec.org/s/scn/031885.html,031885,
Economics: time realities Экономика: реалии времени,https://ideas.repec.org/s/scn/032811.html,032811,
Economics,https://ideas.repec.org/s/vrs/econom.html,econom,
Economie & Prévision,https://ideas.repec.org/s/cai/ecoldc.html,ecoldc,
Économie et Prévision,https://ideas.repec.org/s/prs/ecoprv.html,ecoprv,
Economie et Statistique Economics and Statistics,https://ideas.repec.org/s/nse/ecosta.html,ecosta,
Économie et Statistique,https://ideas.repec.org/s/prs/ecstat.html,ecstat,
Economie Internationale,https://ideas.repec.org/s/cii/cepiei.html,cepiei,
Économie rurale,https://ideas.repec.org/s/ags/ersfer.html,ersfer,
Économie rurale,https://ideas.repec.org/s/prs/recoru.html,recoru,
Economies et Sociétés Serie Histoire Economique Quantitative ),https://ideas.repec.org/s/afc/ecosoc.html,ecosoc,
Economies,https://ideas.repec.org/s/gam/jecomi.html,jecomi,
Economy & Business Journal,https://ideas.repec.org/s/isp/journl.html,journl,
Economy and Contemporary Society,https://ideas.repec.org/s/zan/ecszan.html,ecszan,
"Economy and Economic Theory: Problems and Interactions, Conference Proceedings 2017",https://ideas.repec.org/s/vra/pr1712.html,pr1712,
Economy and Forecasting,https://ideas.repec.org/s/eip/journl.html,journl,
ECONOMY AND SOCIOLOGY: Theoretical and Scientifical Journal,https://ideas.repec.org/s/nos/ycriat.html,ycriat,
Economy and Sociology,https://ideas.repec.org/s/aat/journl.html,journl,
"Economy of eastern Croatia yesterday, today, tommorow",https://ideas.repec.org/s/osi/eecytt.html,eecytt,
Economy of region,https://ideas.repec.org/s/ura/ecregj.html,ecregj,
Economy,https://ideas.repec.org/s/aoj/econom.html,econom,
EconPol Forum,https://ideas.repec.org/s/ces/epofor.html,epofor,
EconSouth,https://ideas.repec.org/s/fip/fedaes.html,fedaes,
EconStor Open Access Articles and Book Chapters,https://ideas.repec.org/s/zbw/espost.html,espost,
Ecosystem Services,https://ideas.repec.org/s/eee/ecoser.html,ecoser,
Edelweiss Applied Science and Technology,https://ideas.repec.org/s/ajp/edwast.html,edwast,
Edu - Tech Enterprise,https://ideas.repec.org/s/cua/edutec.html,edutec,
Education Economics,https://ideas.repec.org/s/taf/edecon.html,edecon,
Education Finance and Policy,https://ideas.repec.org/s/tpr/edfpol.html,edfpol,efp
Education Insights,https://ideas.repec.org/s/axf/eiaaaa.html,eiaaaa,
"Education, research and production Образование, наука и производство",https://ideas.repec.org/s/scn/031274.html,031274,
EEAG Report on the European Economy,https://ideas.repec.org/s/ces/eeagre.html,eeagre,
Ege Academic Review,https://ideas.repec.org/s/ege/journl.html,journl,
eJADE: electronic Journal of Agricultural and Development Economics,https://ideas.repec.org/s/ags/ejade1.html,ejade1,
EkBis: Jurnal Ekonomi dan Bisnis,https://ideas.repec.org/s/ris/ekbisj.html,ekbisj,
EKOIST Journal of Econometrics and Statistics,https://ideas.repec.org/s/ist/ekoist.html,ekoist,
Ekonomi Maliye Isletme Dergisi,https://ideas.repec.org/s/gnx/emid43.html,emid43,
Ekonomi-tek - International Economics Journal,https://ideas.repec.org/s/tek/journl.html,journl,
Ekonomia i Prawo,https://ideas.repec.org/s/cpn/umkeip.html,umkeip,
Ekonomia journal,https://ideas.repec.org/s/eko/ekoeko.html,ekoeko,
Ekonomia Społeczna Social Economy,https://ideas.repec.org/s/aga/esjour.html,esjour,
Ekonomia,https://ideas.repec.org/s/ekn/ekonom.html,ekonom,
EKONOMIAZ. Revista vasca de Economía,https://ideas.repec.org/s/ekz/ekonoz.html,ekonoz,
Ekonomicheskaya Politika Economic Policy,https://ideas.repec.org/s/rnp/ecopol.html,ecopol,
